ID,device_type,brand,model,release_year,os,form_factor,cpu_brand,cpu_model,cpu_tier,cpu_cores,cpu_threads,cpu_base_ghz,cpu_boost_ghz,gpu_brand,gpu_model,gpu_tier,vram_gb,ram_gb,storage_type,storage_gb,storage_drive_count,display_type,display_size_in,resolution,refresh_hz,battery_wh,charger_watts,psu_watts,wifi,bluetooth,weight_kg,warranty_months,price
79022,Laptop,Samsung,Samsung Think WGB,2023,Windows,Mainstream,AMD,AMD Ryzen 7 7406,5,18,36,2.8,3.6,Apple,Apple Integrated,5,4,96,SSD,512,1,LED,14.0,1920x1080,120,60,120,0,Wi-Fi 5,5.2,1.57,12,2255.99
84936,Desktop,Lenovo,Lenovo Creator SJF,2018,Windows,ATX,Intel,Intel i7-11948,4,14,28,3.0,3.9,Intel,Arc A770,5,6,64,HDD,512,3,LED,32.0,1920x1080,144,0,0,750,Wi-Fi 6,5.0,7.0,12,1691.99
16821,Desktop,Lenovo,Lenovo Pro 691,2022,Windows,Full-Tower,Intel,Intel i5-13597,3,8,16,2.8,3.7,NVIDIA,RTX 40 80,4,10,32,NVMe,512,1,VA,34.0,2560x1440,60,0,0,1000,Wi-Fi 6,5.1,11.0,12,1638.99
36733,Laptop,HP,HP Think 1NP,2019,Windows,Mainstream,Intel,Intel i3-12816,1,4,8,2.0,3.0,NVIDIA,RTX 30 50,1,4,8,Hybrid,2048,1,OLED,14.0,1920x1080,60,90,65,0,Wi-Fi 6,5.0,1.37,12,1231.99
15602,Desktop,HP,HP Cube 84C,2023,Windows,Mini-ITX,Intel,Intel i5-12566,3,8,16,2.8,3.6,NVIDIA,RTX 40 80,4,10,32,Hybrid,2048,3,Mini-LED,34.0,3840x2160,60,0,0,450,Wi-Fi 6E,5.3,8.0,24,2073.99
28533,Desktop,Apple,Apple Cube JFM,2023,Windows,Micro-ATX,Apple,Apple M2 Max,4,12,12,3.0,3.8,Apple,Apple Integrated,4,0,64,Hybrid,512,3,VA,27.0,1920x1080,120,0,0,750,Wi-Fi 5,5.2,11.0,24,1982.99
69769,Laptop,Dell,Dell Think TZ3,2022,macOS,Mainstream,Intel,Intel i5-13242,2,6,12,2.2,3.2,Apple,Apple Integrated,1,0,8,Hybrid,1024,1,OLED,13.3,2560x1600,60,50,65,0,Wi-Fi 6E,5.0,1.52,24,1743.99
11405,Laptop,Apple,Apple Pro 4AD,2019,Windows,Mainstream,Apple,Apple M1 Max,6,24,24,3.0,3.9,Apple,Apple Integrated,6,0,128,Hybrid,2048,1,Mini-LED,14.0,2880x1800,144,60,90,0,Wi-Fi 6,5.0,1.87,48,3275.99
96852,Desktop,HP,HP Strix BAA,2023,Windows,SFF,Intel,Intel i9-12388,6,24,48,3.4,4.3,Intel,Arc A770,5,2,96,SSD,512,1,OLED,27.0,1920x1080,144,0,0,300,Wi-Fi 6E,5.0,6.0,12,2361.99
16130,Laptop,Dell,Dell Blade 4CU,2025,Windows,2-in-1,Intel,Intel i5-13882,2,6,12,2.2,3.0,NVIDIA,RTX 30 60,2,6,16,HDD,1024,1,LED,13.3,1920x1080,120,99,65,0,Wi-Fi 6E,5.1,1.52,36,1474.99
19792,Desktop,HP,HP Think A6B,2024,ChromeOS,SFF,Intel,Intel i5-11315,2,8,16,2.6,3.4,AMD,RX 7000 70,3,8,16,NVMe,1024,1,OLED,27.0,2560x1440,60,0,0,750,Wi-Fi 6E,5.2,7.0,12,1990.99
89577,Desktop,Apple,Apple Think WAH,2023,macOS,Full-Tower,Apple,Apple M1 Max,6,24,24,3.4,4.5,Apple,Apple Integrated,6,2,136,SSD,256,3,LED,32.0,3840x2160,120,0,0,300,Wi-Fi 7,5.0,8.0,24,3540.99
40163,Desktop,ASUS,ASUS Cube EWH,2024,Windows,Full-Tower,AMD,AMD Ryzen 5 3611,3,8,16,2.8,3.7,AMD,RX 7000 60,2,6,16,NVMe,4096,3,Mini-LED,27.0,3840x2160,60,0,0,750,Wi-Fi 6,5.2,7.0,48,2218.99
31776,Laptop,HP,HP Air P5D,2019,Windows,Ultrabook,Intel,Intel i5-14392,2,8,16,2.2,3.0,Intel,Arc A310,1,0,16,SSD,2048,1,IPS,15.6,2560x1600,60,70,90,0,Wi-Fi 5,5.1,1.1,12,1413.99
25330,Desktop,ASUS,ASUS Think CQ3,2020,Windows,SFF,Intel,Intel i5-11576,3,10,20,2.8,3.6,NVIDIA,RTX 40 70,3,8,40,NVMe,2048,1,LED,27.0,1920x1080,60,0,0,850,Wi-Fi 6,5.3,5.0,24,1470.99
79156,Desktop,ASUS,ASUS Strix 6LR,2025,Windows,Full-Tower,AMD,AMD Ryzen 3 3693,1,6,12,2.4,3.4,NVIDIA,RTX 30 60,2,6,8,NVMe,512,2,OLED,27.0,3840x2160,60,0,0,850,Wi-Fi 6,4.2,9.0,24,1746.99
51685,Laptop,Apple,Apple Think TYR,2021,Windows,Mainstream,Apple,Apple M2,3,10,10,2.4,3.5,Apple,Apple Integrated,3,2,32,HDD,2048,1,LED,14.0,1920x1080,60,70,65,0,Wi-Fi 6E,5.2,0.97,12,1662.99
75498,Desktop,Lenovo,Lenovo Station 54S,2022,Windows,ATX,Intel,Intel i7-13543,5,20,38,3.2,4.2,NVIDIA,RTX 30 80 Ti,5,12,96,NVMe,1024,2,OLED,34.0,2560x1440,144,0,0,1000,Wi-Fi 6,5.2,9.0,12,2488.99
4727,Laptop,ASUS,ASUS Stealth S2O,2024,Windows,Ultrabook,AMD,AMD Ryzen 5 6260,3,8,16,2.4,3.4,Intel,Arc A700,4,4,32,SSD,512,1,IPS,14.0,2880x1800,120,56,90,0,Wi-Fi 5,5.2,1.57,24,2507.99
85198,Desktop,Lenovo,Lenovo Strix I6J,2024,macOS,Micro-ATX,Intel,Intel i7-10341,4,14,28,3.0,4.1,NVIDIA,RTX 40 80 Ti,5,12,64,NVMe,1024,2,Mini-LED,32.0,2560x1440,120,0,0,550,Wi-Fi 6,5.0,10.0,48,2696.99
35795,Laptop,Dell,Dell Creator RU4,2023,macOS,Ultrabook,Intel,Intel i7-13573,5,18,36,2.8,3.7,AMD,RX 6000 70,3,8,64,NVMe,256,1,LED,15.6,1920x1080,60,56,90,0,Wi-Fi 6E,5.1,1.7,24,2393.99
12256,Desktop,MSI,MSI Strix NLJ,2023,Windows,ATX,Intel,Intel i5-12151,3,8,16,2.8,3.8,AMD,RX 7000 70,3,8,32,SSD,1024,2,QLED,32.0,2560x1440,60,0,0,550,Wi-Fi 6E,5.3,6.0,12,1716.99
35718,Laptop,HP,HP Nitro MDB,2023,Windows,2-in-1,AMD,AMD Ryzen 5 5583,3,8,16,2.4,3.3,Apple,Apple Integrated,3,4,32,NVMe,256,1,OLED,14.0,1920x1080,60,56,90,0,Wi-Fi 6E,5.2,1.17,48,1608.99
70551,Laptop,HP,HP Legion GST,2020,macOS,Gaming,AMD,AMD Ryzen 7 7119,5,16,30,2.8,3.6,NVIDIA,RTX 40 90,6,16,96,NVMe,1024,1,VA,14.0,1920x1080,60,70,65,0,Wi-Fi 7,5.3,1.17,12,2994.99
54374,Desktop,Dell,Dell Arena XDA,2019,macOS,ATX,AMD,AMD Ryzen 7 5643,4,12,24,3.0,3.9,Intel,Arc A580,3,0,32,SSD,512,2,IPS,32.0,1920x1080,90,0,0,450,Wi-Fi 5,5.3,12.0,12,1718.99
39691,Laptop,MSI,MSI Think PES,2020,Windows,Gaming,Intel,Intel i7-13473,5,16,32,2.8,3.7,NVIDIA,RTX 40 80,4,10,64,Hybrid,1024,1,OLED,14.0,3840x2160,60,80,180,0,Wi-Fi 5,5.0,1.87,24,2788.99
93702,Desktop,HP,HP Arena F5F,2025,Windows,ATX,AMD,AMD Ryzen 5 5325,3,8,16,2.8,3.8,AMD,RX 6000 80,4,10,32,NVMe,512,3,LED,27.0,1920x1080,60,0,0,750,Wi-Fi 5,5.2,9.0,48,1519.99
73691,Laptop,Samsung,Samsung Pro NBG,2019,Windows,Gaming,AMD,AMD Ryzen 5 4806,3,10,20,2.4,3.2,NVIDIA,RTX 40 80,4,10,32,HDD,1024,1,IPS,13.3,2560x1600,144,80,120,0,Wi-Fi 6E,5.0,2.82,12,2020.99
98070,Desktop,MSI,MSI Strix R56,2021,Windows,ATX,Intel,Intel i7-13134,4,12,24,3.0,4.0,NVIDIA,RTX 30 80 Ti,5,12,72,HDD,1024,1,LED,32.0,3440x1440,120,0,0,450,Wi-Fi 7,5.0,10.0,24,2251.99
575,Laptop,Acer,Acer Blade 290,2025,macOS,Mainstream,AMD,AMD Ryzen 7 6901,4,14,28,2.6,3.5,Intel,Arc A380,2,2,32,NVMe,4096,1,LED,14.0,3840x2160,144,80,90,0,Wi-Fi 6,5.2,1.17,24,2392.99
84610,Laptop,Apple,Apple Nitro JI3,2024,macOS,Gaming,Apple,Apple M1,4,14,14,2.6,3.6,Apple,Apple Integrated,4,0,64,NVMe,512,1,LED,15.6,2560x1600,60,90,45,0,Wi-Fi 6E,5.2,1.7,36,3046.99
61769,Laptop,Dell,Dell Think OH3,2022,ChromeOS,Workstation,AMD,AMD Ryzen 7 6639,5,16,32,2.8,3.9,AMD,RX 7000 70,3,8,72,NVMe,1024,1,IPS,17.3,2560x1600,90,90,240,0,Wi-Fi 6E,5.0,1.44,24,2162.99
32260,Laptop,HP,HP Stealth YCD,2025,Windows,Mainstream,AMD,AMD Ryzen 5 4235,3,10,20,2.4,3.4,NVIDIA,RTX 40 60,2,6,16,Hybrid,512,1,Mini-LED,13.3,3840x2160,120,70,180,0,Wi-Fi 6E,5.0,1.52,24,1887.99
82199,Laptop,MSI,MSI Air PU8,2025,Windows,Ultrabook,AMD,AMD Ryzen 5 3792,3,8,16,2.4,3.3,NVIDIA,RTX 30 50,1,4,16,SSD,512,1,LED,17.3,2560x1600,60,80,90,0,Wi-Fi 6,5.3,1.64,12,1441.99
36290,Laptop,Samsung,Samsung Pro 6IB,2022,Windows,Ultrabook,Intel,Intel i7-10833,4,12,24,2.6,3.7,Apple,Apple Integrated,4,4,64,SSD,512,1,LED,17.3,1920x1080,60,70,45,0,Wi-Fi 6,5.3,2.14,24,1899.99
78449,Desktop,Dell,Dell Pro LDS,2025,Windows,SFF,Intel,Intel i3-13175,1,4,8,2.4,3.2,AMD,RX 6000 50,1,4,8,NVMe,1024,1,IPS,27.0,3840x2160,144,0,0,850,Wi-Fi 5,5.0,9.0,12,1663.99
60055,Laptop,Samsung,Samsung Zen GLS,2022,macOS,Ultrabook,Intel,Intel i5-13647,2,8,16,2.2,3.2,NVIDIA,RTX 40 60,2,6,16,NVMe,512,1,LED,14.0,1920x1080,144,70,120,0,Wi-Fi 5,5.3,0.97,24,1889.99
45948,Laptop,Dell,Dell Nitro RYU,2024,Windows,Ultrabook,AMD,AMD Ryzen 7 3430,4,12,24,2.6,3.6,NVIDIA,RTX 30 80,4,10,64,HDD,2048,1,LED,15.6,2560x1600,90,90,90,0,Wi-Fi 6,5.0,1.3,12,2225.99
28177,Desktop,Acer,Acer Think DMX,2021,Windows,ATX,Intel,Intel i5-14438,2,8,16,2.6,3.6,NVIDIA,RTX 30 70,3,8,16,NVMe,1024,3,Mini-LED,32.0,2560x1440,144,0,0,300,Wi-Fi 6,5.2,6.0,12,1560.99
84463,Laptop,Gigabyte,Gigabyte Creator 7B3,2022,macOS,Mainstream,Intel,Intel i7-12927,4,12,24,2.6,3.5,NVIDIA,RTX 30 80 Ti,5,12,64,NVMe,1024,2,Mini-LED,14.0,1920x1080,60,56,90,0,Wi-Fi 6E,5.1,1.57,12,2617.99
578,Desktop,Lenovo,Lenovo Arena PR6,2024,Windows,Mini-ITX,Intel,Intel i3-11843,1,6,12,2.4,3.5,NVIDIA,RTX 30 60,2,6,8,SSD,2048,2,IPS,32.0,2560x1440,60,0,0,450,Wi-Fi 6,5.1,6.0,12,1215.99
30959,Desktop,Apple,Apple Station L30,2023,Windows,SFF,Apple,Apple M1,3,10,10,2.8,3.7,Apple,Apple Integrated,4,0,32,NVMe,512,1,OLED,27.0,1920x1080,60,0,0,750,Wi-Fi 7,5.2,7.0,12,2400.99
64290,Desktop,MSI,MSI Creator 6LG,2023,Windows,ATX,AMD,AMD Ryzen 7 5936,4,12,24,3.0,4.0,NVIDIA,RTX 30 80 Ti,5,12,64,NVMe,512,2,IPS,27.0,2560x1440,60,0,0,650,Wi-Fi 7,5.0,8.0,12,1923.99
14531,Laptop,HP,HP Zen J8H,2025,Windows,Workstation,AMD,AMD Ryzen 5 3883,2,6,12,2.2,3.1,NVIDIA,RTX 30 50,1,4,8,HDD,4096,1,IPS,13.3,1920x1080,60,90,240,0,Wi-Fi 6,5.2,2.82,12,1250.99
17933,Desktop,ASUS,ASUS Pro ME5,2020,Windows,Mini-ITX,AMD,AMD Ryzen 5 7652,3,8,16,2.8,3.6,Apple,Apple Integrated,3,2,32,NVMe,4096,1,IPS,32.0,1920x1080,60,0,0,550,Wi-Fi 5,5.2,6.0,24,1566.99
33608,Desktop,Apple,Apple Station 70P,2025,Windows,ATX,Apple,Apple M1 Max,2,10,10,2.6,3.6,Apple,Apple Integrated,1,0,8,HDD,512,3,LED,27.0,3840x2160,120,0,0,750,Wi-Fi 6E,5.0,7.0,12,1523.99
49959,Laptop,Apple,Apple Pro NE5,2018,Windows,Mainstream,Apple,Apple M1,3,8,8,2.4,3.3,Apple,Apple Integrated,4,6,40,NVMe,256,1,IPS,14.0,1920x1080,120,70,90,0,Wi-Fi 6,5.1,1.17,12,2032.99
66598,Desktop,HP,HP Creator 697,2019,macOS,ATX,Intel,Intel i7-14619,4,16,32,3.0,4.1,Apple,Apple Integrated,3,0,40,SSD,512,1,LED,24.0,2560x1440,144,0,0,300,Wi-Fi 6,5.1,4.0,36,1681.99
99089,Laptop,Samsung,Samsung Creator 1JE,2019,macOS,Mainstream,Intel,Intel i5-10128,3,10,20,2.4,3.2,AMD,RX 7000 50,1,4,16,Hybrid,256,1,LED,15.6,2880x1800,60,90,90,0,Wi-Fi 7,5.3,1.5,36,1631.99
34451,Laptop,Lenovo,Lenovo Zen DAP,2022,macOS,Gaming,Intel,Intel i7-13940,4,12,24,2.6,3.6,NVIDIA,RTX 40 80,4,10,72,SSD,1024,1,QLED,14.0,1920x1080,60,56,65,0,Wi-Fi 5,5.2,1.37,24,2419.99
34080,Laptop,Lenovo,Lenovo Nitro OQ9,2019,macOS,Mainstream,AMD,AMD Ryzen 7 5259,5,16,32,2.8,3.8,AMD,RX 7000 80,4,10,64,NVMe,1024,1,Mini-LED,15.6,1920x1080,165,90,65,0,Wi-Fi 6E,5.1,1.7,12,2702.99
63587,Desktop,ASUS,ASUS Think 9KG,2025,Windows,ATX,Intel,Intel i7-11478,5,16,32,3.2,4.0,NVIDIA,RTX 30 80,4,10,64,SSD,2048,2,Mini-LED,27.0,1920x1080,60,0,0,300,Wi-Fi 6E,5.0,4.0,12,2315.99
4293,Laptop,Lenovo,Lenovo Legion RNF,2022,Windows,Ultrabook,AMD,AMD Ryzen 5 7155,2,6,12,2.2,3.1,AMD,RX 6000 60,2,6,16,NVMe,512,2,LED,13.3,1920x1080,165,56,90,0,Wi-Fi 6E,5.1,1.32,12,1655.99
69102,Laptop,ASUS,ASUS Creator JER,2024,Windows,Mainstream,Intel,Intel i5-10481,2,6,12,2.2,3.3,NVIDIA,RTX 40 60,2,6,16,SSD,512,1,LED,16.0,1920x1080,60,56,65,0,Wi-Fi 6E,5.2,2.03,24,1312.99
86411,Laptop,Razer,Razer Blade 4GQ,2025,Windows,Gaming,AMD,AMD Ryzen 7 7578,5,16,32,2.8,3.7,NVIDIA,RTX 30 80 Ti,5,12,96,NVMe,2048,1,LED,14.0,2560x1600,165,80,120,0,Wi-Fi 6E,5.0,1.57,48,3343.99
99476,Desktop,Dell,Dell Cube RKR,2025,Windows,Mini-ITX,Intel,Intel i3-13337,1,4,8,2.4,3.5,AMD,RX 6000 50,1,4,8,NVMe,256,1,IPS,27.0,1920x1080,120,0,0,750,Wi-Fi 6E,5.3,7.0,24,1148.99
53929,Desktop,HP,HP Think XEZ,2024,Windows,ATX,AMD,AMD Ryzen 3 6785,1,4,8,2.4,3.4,NVIDIA,RTX 40 50,1,4,8,NVMe,1024,1,OLED,32.0,2560x1440,120,0,0,750,Wi-Fi 6,5.3,7.0,12,1394.99
87070,Desktop,Samsung,Samsung Creator Y1T,2022,macOS,ATX,Intel,Intel i3-10154,1,8,16,2.4,3.3,NVIDIA,RTX 40 60,2,6,8,SSD,1024,1,OLED,27.0,2560x1440,144,0,0,750,Wi-Fi 6E,5.2,11.0,12,1793.99
65083,Laptop,Apple,Apple Slim 9ZZ,2022,Windows,Mainstream,Apple,Apple M3 Max,4,12,12,2.6,3.6,Apple,Apple Integrated,3,2,32,SSD,512,2,LED,15.6,1920x1080,60,80,65,0,Wi-Fi 6E,4.2,1.5,24,1603.99
30712,Desktop,HP,HP Pro 442,2023,ChromeOS,ATX,Intel,Intel i7-13782,4,12,24,3.0,3.8,NVIDIA,RTX 30 80 Ti,5,12,64,HDD,1024,2,OLED,34.0,2560x1440,90,0,0,300,Wi-Fi 5,5.0,6.0,12,2444.99
49182,Desktop,Dell,Dell Creator EV5,2022,Windows,Micro-ATX,AMD,AMD Ryzen 3 4211,1,4,8,2.4,3.4,NVIDIA,RTX 40 50,1,4,8,HDD,512,1,LED,27.0,3840x2160,165,0,0,850,Wi-Fi 6,5.0,9.0,24,1256.99
57234,Desktop,HP,HP Cube E69,2019,Windows,Micro-ATX,Intel,Intel i7-14981,5,16,32,3.2,4.1,NVIDIA,RTX 40 90,6,16,104,SSD,256,2,LED,24.0,3440x1440,60,0,0,750,Wi-Fi 6,5.0,11.0,12,2369.99
15663,Desktop,MSI,MSI Cube CSO,2025,Windows,ATX,Intel,Intel i5-12952,2,8,16,2.6,3.5,Apple,Apple Integrated,3,0,16,Hybrid,256,2,LED,27.0,1920x1080,144,0,0,750,Wi-Fi 6,5.1,5.0,24,1467.99
19966,Desktop,ASUS,ASUS Pro 8N6,2025,macOS,ATX,Intel,Intel i5-11184,3,8,16,2.8,3.7,Intel,Arc B700,4,0,32,NVMe,256,2,Mini-LED,32.0,2560x1440,144,0,0,550,Wi-Fi 6,5.2,10.0,12,2128.99
91912,Laptop,Acer,Acer Slim U1A,2023,macOS,Gaming,Intel,Intel i7-13507,5,16,32,2.8,3.6,Apple,Apple Integrated,4,0,64,SSD,1024,1,VA,15.6,3840x2160,165,70,120,0,Wi-Fi 7,5.0,2.5,36,2736.99
91957,Laptop,Dell,Dell Blade 9D5,2022,Windows,Gaming,AMD,AMD Ryzen 7 5190,4,12,24,2.6,3.4,NVIDIA,RTX 30 80 Ti,5,12,64,NVMe,1024,1,LED,14.0,2560x1600,90,70,45,0,Wi-Fi 6,5.2,1.37,24,2366.99
